amount,transaction_type,location,transaction_hour,device_type,transaction_freq,account_age_days,failed_attempts,is_new_device
6479.18,online_purchase,local,15,tablet,6,3426,0,1
11538.64,atm_withdrawal,local,19,mobile,9,2584,1,1
11002.0,pos_payment,local,18,desktop,10,777,1,0
482.24,crypto_transfer,domestic,15,desktop,7,3397,0,1
8549.74,crypto_transfer,domestic,19,desktop,4,3234,1,0
2314.25,pos_payment,local,16,tablet,4,2585,1,1
14116.14,online_purchase,domestic,10,desktop,8,2292,1,1
2510.47,crypto_transfer,local,14,tablet,4,2053,1,0
9399.59,online_purchase,local,7,tablet,7,2138,0,0
4893.58,online_purchase,local,9,tablet,9,2976,1,0
9623.42,pos_payment,domestic,12,desktop,5,2229,0,0
6183.88,pos_payment,local,9,mobile,5,1245,1,0
11394.65,online_purchase,domestic,19,tablet,2,901,0,0
3460.19,online_purchase,local,19,mobile,4,1099,0,0
13586.88,pos_payment,domestic,11,mobile,8,1465,0,1
7503.14,atm_withdrawal,domestic,16,mobile,5,1804,0,0
11341.4,pos_payment,local,11,mobile,3,3336,0,0
12745.95,atm_withdrawal,local,8,tablet,3,1429,0,1
14982.43,pos_payment,domestic,10,desktop,3,1664,1,1
3359.18,atm_withdrawal,domestic,9,mobile,8,1382,1,1
4303.39,atm_withdrawal,domestic,10,mobile,7,2324,0,0
3756.5,atm_withdrawal,local,9,mobile,7,2532,1,1
3943.07,pos_payment,local,7,tablet,6,2284,1,0
8736.67,pos_payment,domestic,9,tablet,3,3509,0,0
14902.84,pos_payment,domestic,18,mobile,6,3637,1,0
14854.17,pos_payment,local,7,mobile,3,3175,0,0
7901.6,online_purchase,domestic,10,desktop,10,3082,0,0
9585.41,crypto_transfer,domestic,13,tablet,2,1799,0,1
12899.56,pos_payment,local,11,mobile,6,2423,0,1
13994.0,pos_payment,local,13,tablet,2,1757,1,0
3057.91,crypto_transfer,local,6,mobile,9,3020,1,0
7928.13,crypto_transfer,domestic,15,mobile,3,1232,0,1
12492.56,pos_payment,domestic,14,desktop,10,1363,1,1
4548.03,crypto_transfer,domestic,15,mobile,2,844,0,1
6597.14,atm_withdrawal,local,14,mobile,9,2508,0,0
14784.32,pos_payment,domestic,12,mobile,8,2741,1,0
14775.7,atm_withdrawal,domestic,11,mobile,4,741,1,1
13591.6,pos_payment,domestic,9,tablet,4,2222,1,1
11976.73,online_purchase,domestic,13,mobile,5,1831,0,0
4036.96,crypto_transfer,local,6,mobile,9,3044,0,1
4812.75,online_purchase,domestic,10,mobile,10,844,0,1
8209.24,pos_payment,local,15,mobile,4,873,1,0
8411.66,online_purchase,local,7,desktop,5,2541,0,0
7582.54,online_purchase,local,7,tablet,4,2458,1,0
9550.05,crypto_transfer,domestic,15,mobile,3,3157,0,1
6124.85,crypto_transfer,domestic,11,tablet,8,2460,0,0
11237.61,online_purchase,local,17,desktop,5,3502,0,1
5003.25,online_purchase,domestic,19,mobile,4,1649,1,0
4960.15,crypto_transfer,domestic,19,tablet,10,1892,1,1
1908.39,crypto_transfer,local,12,mobile,9,3585,1,1
2830.68,online_purchase,domestic,9,desktop,9,1045,1,0
12757.81,pos_payment,local,14,desktop,2,3054,1,0
6694.24,atm_withdrawal,domestic,14,desktop,10,765,0,1
3418.02,pos_payment,local,14,mobile,7,2151,1,0
11390.12,atm_withdrawal,local,10,mobile,6,1179,1,0
8309.72,online_purchase,domestic,7,tablet,2,2479,1,0
317.34,atm_withdrawal,local,9,tablet,10,3061,0,0
4745.42,pos_payment,domestic,8,mobile,7,827,0,0
2655.02,crypto_transfer,domestic,7,desktop,9,1209,1,0
9838.09,online_purchase,local,19,tablet,8,1731,0,0
4125.47,crypto_transfer,domestic,6,mobile,9,1478,0,1
974.2,pos_payment,domestic,14,desktop,8,1849,0,0
824.02,crypto_transfer,domestic,19,tablet,10,3509,1,0
8725.91,crypto_transfer,domestic,11,tablet,4,1026,0,0
325.85,online_purchase,local,13,desktop,4,1966,1,1
12731.88,online_purchase,local,15,tablet,8,2065,1,1
2330.96,crypto_transfer,domestic,10,desktop,6,1549,1,1
9098.5,online_purchase,domestic,12,mobile,7,1544,0,0
6670.32,online_purchase,domestic,17,tablet,8,2817,1,0
6642.77,atm_withdrawal,domestic,16,mobile,7,2534,0,0
1076.96,crypto_transfer,local,17,mobile,9,3104,0,0
12041.28,crypto_transfer,domestic,19,desktop,5,1913,0,1
13395.79,pos_payment,local,11,tablet,10,2502,0,1
165.25,online_purchase,local,16,tablet,3,3339,1,0
2679.06,atm_withdrawal,domestic,14,tablet,8,3216,0,0
13558.56,pos_payment,local,15,desktop,10,3417,1,1
8242.4,online_purchase,domestic,16,desktop,4,1516,0,0
2250.59,pos_payment,local,16,desktop,5,3607,1,1
3041.86,online_purchase,domestic,18,mobile,5,3114,1,0
9899.79,atm_withdrawal,domestic,11,desktop,7,3051,0,0
10872.25,online_purchase,domestic,15,mobile,6,2680,1,1
8991.4,pos_payment,domestic,10,mobile,3,3601,0,1
14297.23,crypto_transfer,domestic,14,tablet,10,2020,1,0
7410.95,online_purchase,local,16,tablet,4,2896,1,0
4504.08,crypto_transfer,local,17,mobile,7,2771,1,0
7158.49,pos_payment,local,12,mobile,7,2868,0,0
5394.99,crypto_transfer,domestic,13,mobile,2,2924,1,0
3366.24,crypto_transfer,domestic,10,mobile,3,1288,1,1
689.45,online_purchase,local,8,tablet,11,1750,1,0
5283.19,pos_payment,local,9,tablet,8,1876,0,1
10671.14,pos_payment,domestic,18,tablet,2,2914,0,1
276.57,online_purchase,domestic,10,desktop,9,2822,1,0
6587.68,atm_withdrawal,local,19,mobile,6,3164,1,1
9660.14,crypto_transfer,domestic,9,mobile,3,3033,1,0
9156.06,pos_payment,domestic,16,tablet,8,2471,1,1
11649.73,atm_withdrawal,domestic,14,tablet,6,1139,1,1
12157.8,atm_withdrawal,local,15,desktop,4,2586,0,1
10675.59,crypto_transfer,domestic,15,desktop,10,3320,1,0
1541.97,atm_withdrawal,local,16,tablet,5,2608,0,0
7125.34,online_purchase,local,18,tablet,4,3345,1,1
9051.09,pos_payment,domestic,14,mobile,4,3647,0,1
3683.49,crypto_transfer,domestic,7,desktop,9,1779,1,0
638.28,online_purchase,local,9,mobile,8,2842,1,1
3353.85,atm_withdrawal,domestic,16,desktop,10,2307,1,0
6823.42,atm_withdrawal,local,13,desktop,4,2059,0,1
6208.95,online_purchase,domestic,13,mobile,9,1431,1,0
2650.0,pos_payment,domestic,14,mobile,7,1449,0,1
12366.23,atm_withdrawal,domestic,11,desktop,5,1271,0,1
13885.3,online_purchase,domestic,16,desktop,2,2574,1,0
3020.22,atm_withdrawal,domestic,16,tablet,9,1145,1,1
13943.59,crypto_transfer,domestic,16,mobile,4,1990,0,1
267.91,crypto_transfer,domestic,16,mobile,8,2259,1,1
13874.44,pos_payment,domestic,18,tablet,7,2010,0,0
14278.93,atm_withdrawal,local,14,tablet,2,3227,1,0
180.78,crypto_transfer,domestic,19,tablet,11,2024,1,1
11445.29,online_purchase,local,7,tablet,9,973,1,1
14553.02,pos_payment,domestic,14,tablet,6,3627,1,0
13588.53,pos_payment,local,16,desktop,8,3197,1,1
14560.65,pos_payment,local,12,tablet,6,2658,1,1
8254.85,online_purchase,domestic,10,desktop,9,2939,0,0
1172.34,pos_payment,local,13,tablet,3,1105,0,1
12746.84,pos_payment,local,11,desktop,6,2967,1,0
9207.42,crypto_transfer,domestic,18,desktop,5,1337,0,1
9221.05,online_purchase,local,11,tablet,6,2158,1,0
6258.8,pos_payment,local,8,desktop,6,1250,0,0
8577.63,crypto_transfer,domestic,14,mobile,3,2931,1,0
2303.7,atm_withdrawal,local,11,tablet,11,1449,0,1
11096.55,pos_payment,local,7,desktop,2,1470,1,0
1125.26,online_purchase,local,14,tablet,2,1050,1,1
10946.71,pos_payment,local,13,desktop,5,2834,0,1
12734.68,pos_payment,local,8,tablet,7,1594,1,1
7087.03,online_purchase,local,14,desktop,4,2244,0,1
7647.46,online_purchase,domestic,14,tablet,7,1701,1,1
4683.21,pos_payment,domestic,16,tablet,8,2992,1,1
14541.88,online_purchase,local,11,mobile,3,1392,0,1
10996.87,atm_withdrawal,local,9,tablet,11,3477,0,1
5534.83,online_purchase,domestic,19,tablet,5,1669,0,1
2622.11,crypto_transfer,domestic,13,desktop,8,1034,0,0
3293.69,pos_payment,domestic,6,tablet,3,1432,1,0
6958.83,crypto_transfer,domestic,17,tablet,8,947,0,1
14138.53,online_purchase,local,8,desktop,9,2099,1,0
11012.2,online_purchase,domestic,17,desktop,3,1461,1,0
3228.66,pos_payment,domestic,15,tablet,3,3317,1,1
12893.42,pos_payment,domestic,19,mobile,4,2240,1,1
5673.01,crypto_transfer,local,19,desktop,2,1412,0,1
12775.83,crypto_transfer,local,10,tablet,11,2048,1,0
3625.49,crypto_transfer,local,16,tablet,7,1303,1,0
9279.91,online_purchase,local,10,mobile,7,1253,1,1
13900.06,atm_withdrawal,local,14,mobile,10,1608,0,0
3868.41,crypto_transfer,domestic,14,desktop,9,1047,0,1
10393.9,pos_payment,local,7,tablet,9,1281,1,0
14809.69,crypto_transfer,domestic,6,desktop,5,3469,1,0
2258.97,pos_payment,local,7,mobile,5,2677,0,1
1326.03,online_purchase,local,8,mobile,5,3420,1,0
10112.93,atm_withdrawal,domestic,9,desktop,5,1481,0,1
5096.04,crypto_transfer,domestic,18,desktop,5,3233,1,0
1068.67,pos_payment,local,13,mobile,3,1788,0,1
7129.58,online_purchase,domestic,17,desktop,5,1152,0,1
11306.56,online_purchase,local,17,desktop,6,3080,0,0
4276.84,crypto_transfer,local,16,mobile,5,905,0,1
5025.7,crypto_transfer,domestic,11,mobile,3,1913,0,0
12685.49,crypto_transfer,local,18,desktop,5,3123,0,1
7801.08,online_purchase,domestic,16,tablet,6,2532,0,1
